viewId,sessionId,timeStamp,eventDate,eventTime,clientIP,userId,eventIndex,type,target,station,docURL,targetTitle,docTitle,winDoc,winIndex,tabIndex,winTabCard,winInnerHeight,winInnerWidth,winOuterHeight,winOuterWidth,winPageXOffset,winPageYOffset,winScreenX,winScreenY,screenHeight,screenWidth,blobId,docSuiteId,eventId,docDomain,docReferrer,targerClassName,targetLocalName,targetType,targetNameSpaceURI,targetDefaultValue,targetValue,relatedTarget,targetRectB,targetRectH,targetRectL,targetRectR,targetRectT,targetRectW,docRectB,docRectH,docRectL,docRectR,docRectT,docRectW,clientX,clientY,pageX,pageY,screenX,screenY,src,checked,href,name,autoplay,currentSrc,muted,paused,poster,altKey,ctrlKey,metaKey,shiftKey,char,charCode,keyCode,button
1153804,154272763454980105550983524,23005,2018-11-20,16:27:32,192.168.1.53,Seb,18,mouseover,LI,34,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,,"WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1569,403,23,1600,2560,,1124143,1153804,fr.wikipedia.org,https://www.google.fr/,,li,,,,"Ernest Renan fut suspendu du CollÃ¨ge de France quatre jours aprÃ¨s sa leÃ§on inaugurale, ayant Ã©tÃ© accusÃ© dâoffense Ã  la foi chrÃ©tienne.",LI,453.109,44,218.578,826.812,409.109,608.234,-811,758,0,862,-1569,862,665,411,665,1980,1068,544,,,,,,,,,,false,false,false,false,,0,0,0
1153805,154272763454980105550983524,23581,2018-11-20,16:27:33,192.168.1.53,Seb,19,scroll,Document,576,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,"WikipÃ©dia, l'encyclopÃ©die libre","WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1570,403,23,1600,2560,,1124144,1153805,fr.wikipedia.org,https://www.google.fr/,,,,,,,,0,0,0,0,0,0,-812,758,0,862,-1570,862,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
1153806,154272763454980105550983524,23616,2018-11-20,16:27:33,192.168.1.53,Seb,20,scroll,Document,36,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,"WikipÃ©dia, l'encyclopÃ©die libre","WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1582,403,23,1600,2560,,1124145,1153806,fr.wikipedia.org,https://www.google.fr/,,,,,,,,0,0,0,0,0,0,-824,758,0,862,-1582,862,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
1153807,154272763454980105550983524,23635,2018-11-20,16:27:33,192.168.1.53,Seb,21,scroll,Document,18,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,"WikipÃ©dia, l'encyclopÃ©die libre","WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1588,403,23,1600,2560,,1124146,1153807,fr.wikipedia.org,https://www.google.fr/,,,,,,,,0,0,0,0,0,0,-830,758,0,862,-1588,862,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
1153808,154272763454980105550983524,23652,2018-11-20,16:27:33,192.168.1.53,Seb,22,scroll,Document,17,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,"WikipÃ©dia, l'encyclopÃ©die libre","WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1598,403,23,1600,2560,,1124147,1153808,fr.wikipedia.org,https://www.google.fr/,,,,,,,,0,0,0,0,0,0,-840,758,0,862,-1598,862,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
1153809,154272763454980105550983524,23668,2018-11-20,16:27:33,192.168.1.53,Seb,23,scroll,Document,16,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,"WikipÃ©dia, l'encyclopÃ©die libre","WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1605,403,23,1600,2560,,1124148,1153809,fr.wikipedia.org,https://www.google.fr/,,,,,,,,0,0,0,0,0,0,-847,758,0,862,-1605,862,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
1153810,154272763454980105550983524,23684,2018-11-20,16:27:33,192.168.1.53,Seb,24,scroll,Document,16,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,"WikipÃ©dia, l'encyclopÃ©die libre","WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1621,403,23,1600,2560,,1124149,1153810,fr.wikipedia.org,https://www.google.fr/,,,,,,,,0,0,0,0,0,0,-863,758,0,862,-1621,862,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
1153811,154272763454980105550983524,23700,2018-11-20,16:27:33,192.168.1.53,Seb,25,scroll,Document,16,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,"WikipÃ©dia, l'encyclopÃ©die libre","WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1627,403,23,1600,2560,,1124150,1153811,fr.wikipedia.org,https://www.google.fr/,,,,,,,,0,0,0,0,0,0,-869,758,0,862,-1627,862,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
1153812,154272763454980105550983524,23717,2018-11-20,16:27:33,192.168.1.53,Seb,26,scroll,Document,16,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,"WikipÃ©dia, l'encyclopÃ©die libre","WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1642,403,23,1600,2560,,1124151,1153812,fr.wikipedia.org,https://www.google.fr/,,,,,,,,0,0,0,0,0,0,-884,758,0,862,-1642,862,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
1153813,154272763454980105550983524,23733,2018-11-20,16:27:33,192.168.1.53,Seb,27,scroll,Document,17,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,"WikipÃ©dia, l'encyclopÃ©die libre","WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1648,403,23,1600,2560,,1124152,1153813,fr.wikipedia.org,https://www.google.fr/,,,,,,,,0,0,0,0,0,0,-890,758,0,862,-1648,862,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
1153814,154272763454980105550983524,23767,2018-11-20,16:27:33,192.168.1.53,Seb,28,scroll,Document,33,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,"WikipÃ©dia, l'encyclopÃ©die libre","WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1670,403,23,1600,2560,,1124153,1153814,fr.wikipedia.org,https://www.google.fr/,,,,,,,,0,0,0,0,0,0,-912,758,0,862,-1670,862,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
1153815,154272763454980105550983524,23783,2018-11-20,16:27:33,192.168.1.53,Seb,29,scroll,Document,17,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,"WikipÃ©dia, l'encyclopÃ©die libre","WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1679,403,23,1600,2560,,1124154,1153815,fr.wikipedia.org,https://www.google.fr/,,,,,,,,0,0,0,0,0,0,-921,758,0,862,-1679,862,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
1153816,154272763454980105550983524,23801,2018-11-20,16:27:33,192.168.1.53,Seb,30,scroll,Document,17,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,"WikipÃ©dia, l'encyclopÃ©die libre","WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1683,403,23,1600,2560,,1124155,1153816,fr.wikipedia.org,https://www.google.fr/,,,,,,,,0,0,0,0,0,0,-925,758,0,862,-1683,862,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
1153817,154272763454980105550983524,23818,2018-11-20,16:27:33,192.168.1.53,Seb,31,scroll,Document,17,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,"WikipÃ©dia, l'encyclopÃ©die libre","WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1689,403,23,1600,2560,,1124156,1153817,fr.wikipedia.org,https://www.google.fr/,,,,,,,,0,0,0,0,0,0,-931,758,0,862,-1689,862,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
1153818,154272763454980105550983524,23834,2018-11-20,16:27:33,192.168.1.53,Seb,32,scroll,Document,16,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,"WikipÃ©dia, l'encyclopÃ©die libre","WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1692,403,23,1600,2560,,1124157,1153818,fr.wikipedia.org,https://www.google.fr/,,,,,,,,0,0,0,0,0,0,-934,758,0,862,-1692,862,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
1153819,154272763454980105550983524,23852,2018-11-20,16:27:33,192.168.1.53,Seb,33,scroll,Document,18,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,"WikipÃ©dia, l'encyclopÃ©die libre","WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1693,403,23,1600,2560,,1124158,1153819,fr.wikipedia.org,https://www.google.fr/,,,,,,,,0,0,0,0,0,0,-935,758,0,862,-1693,862,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
1153820,154272763454980105550983524,23955,2018-11-20,16:27:33,192.168.1.53,Seb,34,mouseover,Heading,103,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,,"WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1693,403,23,1600,2560,131195,1124159,1153820,fr.wikipedia.org,https://www.google.fr/,,h2,,,,PrÃ©sentation,LI,452.734,30.1875,196.188,826.812,422.547,630.625,-935,758,0,862,-1693,862,663,437,663,2130,1066,570,,,,,,,,,,false,false,false,false,,0,0,0
1153821,154272763454980105550983524,26570,2018-11-20,16:27:36,192.168.1.53,Seb,35,mouseover,Paragraph,2616,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,,"WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1693,403,23,1600,2560,,1124160,1153821,fr.wikipedia.org,https://www.google.fr/,,p,,,,"WikipÃ©dia est un projet dâencyclopÃ©die collective en ligne, universelle, multilingue et fonctionnant sur le principe du wiki. Ce projet vise Ã  offrir un contenu librement rÃ©utilisable, objectif et vÃ©rifiable, que chacun peut modifier et amÃ©liorer.
",Heading,526.734,66,196.188,826.812,460.734,630.625,-935,758,0,862,-1693,862,760,460,760,2153,1163,593,,,,,,,,,,false,false,false,false,,0,0,0
1153822,154272763454980105550983524,26604,2018-11-20,16:27:36,192.168.1.53,Seb,36,mouseover,Html,34,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,,"WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1693,403,23,1600,2560,,1124161,1153822,fr.wikipedia.org,https://www.google.fr/,"client-js ve-not-available",html,,,,"

WikipÃ©dia, l'encyclopÃ©die libre
document.documentElement.className = document.documentElement.className.replace( /(^|\s)client-nojs(\s|$)/, ""$1client-js$2"" );
(window.RLQ=window.RLQ||[]).push(function(){mw.config.set({""wgCanonicalNamespace"":""Project"",""wgCanonicalSpecialPageName"":false,""wgNamespaceNumber"":4,""wgPageName"":""WikipÃ©dia:Accueil_principal"",""wgTitle"":""Accueil principal"",""wgCurRevisionId"":151196944,""wgRevisionId"":151196944,""wgArticleId"":10635368,""wgIsArticle"":true,""wgIsRedirect"":false,",Paragraph,-935,758,0,862,-1693,862,-935,758,0,862,-1693,862,874,490,874,2183,1277,623,,,,,,,,,,false,false,false,false,,0,0,0
1153823,154272763454980105550983524,31296,2018-11-20,16:27:41,192.168.1.53,Seb,37,mouseover,Div,4692,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,,"WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1693,403,23,1600,2560,,1124162,1153823,fr.wikipedia.org,https://www.google.fr/,mw-body,div,,,,"
			
			

WikipÃ©dia:Accueil principal			
				Une page de WikipÃ©dia, l'encyclopÃ©die libre.				
								Sauter Ã  la navigation
				Sauter Ã  la recherche
				




WikipÃ©dia
L'encyclopÃ©die libre que chacun peut amÃ©liorer




Version pour appareil mobile

Accueil de la communautÃ©
Comment contribuerÂ ?
Portails thÃ©matiques
Principes fondateurs
Sommaire de l'aide
Poser une question









Article labellisÃ© du jour

Le sÃ©paratisme dans les Ã®les Faichuk est un courant politique qui revendique l'autonom",,2275.48,3889.48,160,862,-1614,702,-935,758,0,862,-1693,862,861,690,861,2383,1264,823,,,,,,,,,,false,false,false,false,,0,0,0
1153824,154272763454980105550983524,34415,2018-11-20,16:27:44,192.168.1.53,Seb,38,focus,"function Window()",3119,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,,"WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1693,403,23,1600,2560,131196,1124163,1153824,fr.wikipedia.org,https://www.google.fr/,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
1153825,154272763454980105550983524,36426,2018-11-20,16:27:46,192.168.1.53,Seb,39,mouseover,Div,2011,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,,"WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1693,403,23,1600,2560,,1124164,1153825,fr.wikipedia.org,https://www.google.fr/,"liste-horizontale accueil_2017",div,,,,"
Archives
Propositions
Programme
Modifier
",,364.969,34.4688,196.188,826.812,330.5,630.625,-935,758,0,862,-1693,862,580,335,580,2028,983,468,,,,,,,,,,false,false,false,false,,0,0,0
1153826,154272763454980105550983524,36426,2018-11-20,16:27:46,192.168.1.53,Seb,40,mousedown,Div,0,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,,"WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1693,403,23,1600,2560,,1124165,1153826,fr.wikipedia.org,https://www.google.fr/,"liste-horizontale accueil_2017",div,,,,"
Archives
Propositions
Programme
Modifier
",,364.969,34.4688,196.188,826.812,330.5,630.625,-935,758,0,862,-1693,862,580,335,580,2028,983,468,,,,,,,,,,false,false,false,false,,0,0,0
1153827,154272763454980105550983524,36432,2018-11-20,16:27:46,192.168.1.53,Seb,41,mouseup,Div,6,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,,"WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1693,403,23,1600,2560,,1124166,1153827,fr.wikipedia.org,https://www.google.fr/,"liste-horizontale accueil_2017",div,,,,"
Archives
Propositions
Programme
Modifier
",,364.969,34.4688,196.188,826.812,330.5,630.625,-935,758,0,862,-1693,862,580,335,580,2028,983,468,,,,,,,,,,false,false,false,false,,0,0,0
1153828,154272763454980105550983524,36432,2018-11-20,16:27:46,192.168.1.53,Seb,42,click,Div,0,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_principal,,"WikipÃ©dia, l'encyclopÃ©die libre",doc,1,1,,758,877,868,877,0,1693,403,23,1600,2560,131197,1124167,1153828,fr.wikipedia.org,https://www.google.fr/,"liste-horizontale accueil_2017",div,,,,"
Archives
Propositions
Programme
Modifier
",,364.969,34.4688,196.188,826.812,330.5,630.625,-935,758,0,862,-1693,862,580,335,580,2028,983,468,,,,,,,,,,false,false,false,false,,0,0,0
